,x,y
18338,31.82274536,5
18339,12.45730545,11
18340,83.01478212,11
18341,32.58175836,10
18342,26.69957941,10
18343,83.5409747,9
18344,62.31476539,10
18345,76.42832182,6
18346,28.06724587,4
18347,80.6190758,8
18348,3.103273758,11
18349,53.11618145,8
18350,63.22819861,7
18351,47.3563219,15
18352,29.87932288,11
18353,16.37583359,11
18354,16.35964946,14
18355,50.48161354,5
18356,98.58385446,13
18357,93.51654034,8
18358,25.77527252,7
18359,36.18605782,7
18360,3.600715566,9
18361,10.95998154,11
18362,38.23111365,12
18363,63.93178054,9
18364,94.12584717,11
18365,75.63740441,12
18366,58.14355675,7
18367,64.35162295,13
18368,26.2370948,9
18369,72.3943887,7
18370,74.3314988,13
18371,30.45346723,11
18372,9.785633394,12
18373,51.37700704,10
18374,72.75267059,9
18375,36.83900826,10
18376,82.62142995,15
18377,10.18172484,13
18378,60.90231121,14
18379,62.20076066,10
18380,75.71777191,5
18381,70.555427,16
18382,60.79698333,12
18383,84.23208257,9
18384,25.30962699,11
18385,0.819854694,6
18386,82.54518099,14
18387,51.91496648,13
18388,41.98697051,10
18389,92.28357638,7
18390,28.4627242,7
18391,74.53027694,10
18392,58.12732438,9
18393,94.96227661,12
18394,13.24821289,7
18395,8.51323891,9
18396,60.49677732,6
18397,24.06944134,11
18398,94.46236233,10
18399,23.78668573,13
18400,26.40270712,9
18401,70.23323216,9
18402,11.75648323,16
18403,10.25522742,9
18404,16.9533276,10
18405,33.50149214,13
18406,25.4102136,15
18407,76.65279498,16
18408,60.92545181,11
18409,45.22076976,11
18410,0.672629545,6
18411,4.688046873,13
18412,35.90122377,7
18413,26.57137157,14
18414,11.00677843,8
18415,25.46466808,13
18416,82.03082765,12
18417,91.73629617,12
18418,27.87459209,7
18419,35.77454884,9
18420,76.9530107,10
18421,38.26612942,13
18422,84.23906683,9
18423,44.69375757,10
18424,9.627352445,13
18425,92.02040737,5
18426,63.34819344,13
18427,1.947398088,9
18428,65.28948834,7
18429,1.682725665,11
18430,67.25937503,13
18431,65.40945272,13
18432,28.39816189,10
18433,98.51872583,11
18434,63.41795593,9
18435,51.57128721,11
18436,20.35207583,7
18437,19.77002227,13
18438,97.33973336,9
18439,2.294327109,13
18440,45.87709035,17
18441,64.37690386,8
18442,15.17073398,9
18443,4.068853008,9
18444,53.5319749,14
18445,47.50430172,6
18446,95.32048402,12
18447,79.75346379,7
18448,53.22137277,11
18449,25.87596823,15
18450,21.73146091,9
18451,54.94776913,11
18452,90.17219809,9
18453,96.55951932,15
18454,30.3456947,14
18455,89.94534912,12
18456,78.84317138,10
18457,47.79267304,16
18458,33.22568717,7
18459,11.19483395,8
18460,0.922511774,14
18461,95.37198166,4
18462,7.208468695,9
18463,50.12713894,14
18464,96.36363436,9
18465,87.80770893,12
18466,22.99568525,13
18467,5.067702872,10
18468,28.25477109,9
18469,1.522188867,10
18470,96.61155806,6
18471,46.03806671,10
18472,9.051815537,16
18473,66.00915776,9
18474,65.85720801,9
18475,80.02481076,7
18476,59.84532465,12
18477,53.70351332,10
18478,89.83247562,11
18479,7.022088044,18
18480,87.09678263,13
18481,25.73891203,15
18482,91.32178135,6
18483,24.33666659,13
18484,37.67872963,7
18485,39.11428445,13
18486,89.53669453,13
18487,93.3916901,16
18488,53.59004019,18
18489,80.54081404,13
18490,79.02530381,11
18491,91.60033606,13
18492,43.13992083,9
18493,36.19086598,9
18494,52.13832681,14
18495,74.39666672,8
18496,23.45737724,9
18497,62.2483558,11
18498,90.9292957,11
18499,65.34184532,6
18500,13.85390148,7
18501,65.47290201,13
18502,49.62462757,7
18503,32.28801058,9
18504,85.5416008,11
18505,72.63133414,9
18506,82.27181095,10
18507,95.46868354,11
18508,88.63311445,11
18509,26.57647263,14
18510,65.49121975,11
18511,62.92984493,7
18512,95.59126645,10
18513,63.38612137,14
18514,25.90075333,9
18515,84.41068677,14
18516,57.31248984,14
18517,29.74423443,13
18518,7.689842326,7
18519,79.42810913,15
18520,92.17569237,4
18521,85.91944894,9
18522,73.88750184,5
18523,26.91381904,6
18524,99.28336057,7
18525,93.51070332,12
18526,54.19760693,8
18527,67.50653812,8
18528,76.9883862,5
18529,27.44639209,4
18530,67.27461366,11
18531,59.49440179,12
18532,61.12788394,16
18533,55.45871842,9
18534,70.30598582,16
18535,63.27539834,9
18536,30.0144891,14
18537,74.67097326,8
18538,81.50136902,6
18539,99.74844453,10
18540,75.9713233,11
18541,76.37400646,8
18542,33.88896431,8
18543,84.86283247,7
18544,18.57517289,9
18545,61.09359437,9
18546,98.91412512,11
18547,98.28449099,9
18548,19.18671676,9
18549,1.325178635,8
18550,16.62378078,8
18551,80.60788871,6
18552,2.823635726,7
18553,79.25100657,15
18554,76.98302239,9
18555,19.52129225,14
18556,25.43831223,14
18557,42.50692308,21
18558,2.635173732,13
18559,77.00475715,6
18560,45.5245595,7
18561,13.25391631,15
18562,91.76260876,13
18563,15.50141135,9
18564,16.73976169,5
18565,64.87070757,12
18566,79.46297326,11
18567,50.87204438,9
18568,7.415383379,8
18569,54.11643507,9
18570,43.63636677,10
18571,26.22366243,10
18572,51.00383954,7
18573,26.01405641,11
18574,77.11848493,6
18575,47.02400318,5
18576,11.49513284,12
18577,14.33510494,8
18578,35.69358501,6
18579,14.11495702,12
18580,57.06805573,15
18581,30.76140718,13
18582,22.22759519,9
18583,17.0038095,8
18584,37.87161624,6
18585,42.76962942,6
18586,41.84837169,10
18587,79.94464829,7
18588,32.0876881,11
18589,86.00956846,7
18590,44.08084552,14
18591,34.70391673,8
18592,8.669147268,11
18593,82.48068071,7
18594,34.78137003,10
18595,48.62437996,10
18596,96.96324184,6
18597,56.41621596,8
18598,18.59142776,7
18599,19.69750794,7
18600,64.01478685,9
18601,1.543569937,9
18602,10.04349643,11
18603,87.55030923,7
18604,37.95967023,13
18605,71.93446453,8
18606,98.68244734,10
18607,31.25726082,14
18608,81.57382063,6
18609,9.109114646,11
18610,88.3895678,8
18611,50.89513108,9
18612,60.5754361,13
18613,36.92795064,11
18614,69.62887878,9
18615,97.18967874,16
18616,25.27692546,10
18617,35.97485234,9
18618,67.42354517,12
18619,25.40212555,11
18620,85.25986795,12
18621,4.677765374,15
18622,70.96432003,10
18623,7.183955819,12
18624,76.97459799,11
18625,12.09259343,13
18626,19.30099984,14
18627,26.9201451,11
18628,64.16884351,10
18629,49.17003745,6
18630,79.52884813,13
18631,95.67886279,9
18632,23.40299534,9
18633,88.23785877,11
18634,15.14328767,11
18635,75.97510903,8
18636,22.34440735,11
18637,5.887926067,5
18638,57.80655148,9
18639,22.24870361,5
18640,81.31748941,10
18641,75.19621325,8
18642,96.2883411,9
18643,91.94725954,9
18644,91.41075565,13
18645,39.3586983,10
18646,40.64800134,7
18647,57.73403251,7
18648,65.79146301,9
18649,63.18419513,12
18650,1.179883769,15
18651,9.745008382,11
18652,80.12572792,9
18653,13.59926115,15
18654,82.77809497,8
18655,61.46403975,17
18656,15.86339371,10
18657,92.4685769,6
18658,37.94091213,14
18659,87.38845733,12
18660,52.48364543,14
18661,83.34306576,10
18662,55.01880585,12
18663,11.64096789,9
18664,43.57955265,12
18665,86.12689171,14
18666,30.21722136,15
18667,15.84418453,18
18668,59.12174496,8
18669,86.91744506,17
18670,84.96703187,15
18671,7.403260609,15
18672,97.32906669,13
18673,20.18534255,6
18674,39.42350105,6
18675,8.87987006,13
18676,10.83624444,10
18677,90.80671191,13
18678,34.02986,12
18679,26.7278692,9
18680,32.6098216,13
18681,78.77915604,13
18682,5.427957862,14
18683,76.08371435,8
18684,8.233422716,12
18685,41.34169349,12
18686,34.7088261,6
18687,64.02752288,9
18688,43.8818648,11
18689,17.55362542,7
18690,96.38845567,9
18691,5.126637896,10
18692,81.21846961,10
18693,68.78091588,10
18694,37.46686894,9
18695,63.20229077,12
18696,75.10198336,9
18697,30.30710265,5
18698,20.3848308,11
18699,86.04477989,11
18700,90.89500133,13
18701,48.78889478,10
18702,2.479655482,14
18703,99.37170884,7
18704,2.367515955,10
18705,66.1255498,8
18706,56.30679021,7
18707,31.31755474,9
18708,35.06382301,9
18709,67.98804577,13
18710,53.74156157,13
18711,7.912661973,12
18712,60.29133524,10
18713,54.03292279,12
18714,98.55125183,12
18715,38.06025041,11
18716,39.7295414,12
18717,8.861478698,10
18718,16.31567217,17
18719,77.96278934,10
18720,48.78781515,13
18721,41.90824868,5
18722,97.37951618,12
18723,73.10561382,7
18724,44.00238909,13
18725,50.61253386,5
18726,37.31165729,6
18727,45.17505204,12
18728,29.3248506,9
18729,57.2604256,6
18730,45.04285159,7
18731,52.62422545,10
18732,40.81831756,14
18733,39.09662568,8
18734,84.83805468,9
18735,59.65577206,10
18736,90.91671016,7
18737,63.55328623,9
18738,88.91743475,11
18739,43.17676295,14
18740,47.02063866,3
18741,71.56086315,13
18742,3.861083393,7
18743,14.07179928,11
18744,67.31064811,10
18745,96.62906027,12
18746,51.47573738,10
18747,68.93922291,11
18748,5.122479377,9
18749,30.19367349,9
18750,23.91861698,8
18751,42.59142831,10
18752,47.06537921,9
18753,69.92345154,10
18754,48.63239105,5
18755,89.46737142,10
18756,65.32151871,14
18757,39.81370714,10
18758,98.77009348,9
18759,59.42341166,6
18760,61.25595178,10
18761,27.40090129,13
18762,73.80838597,10
18763,99.08889215,10
18764,66.6343546,8
18765,57.85934073,7
18766,29.4599375,7
18767,80.67483811,11
18768,93.50289728,8
18769,77.38226629,14
18770,86.1681948,7
18771,66.2263518,8
18772,46.1628,16
18773,44.41657492,10
18774,44.64158386,9
18775,97.24362926,14
18776,37.74363608,7
18777,75.54227696,11
18778,28.1214579,4
18779,3.421310941,14
18780,6.951849791,20
18781,55.7248329,8
18782,80.85143722,13
18783,9.728051,12
18784,7.366485242,8
18785,2.274457412,10
18786,10.78168233,14
18787,4.487243202,10
18788,4.349360662,8
18789,96.27578156,7
18790,16.74687543,10
18791,74.67238484,6
18792,28.97685571,11
18793,77.66696513,10
18794,44.55053648,9
18795,87.00221609,17
18796,40.96279764,12
18797,33.46715795,7
18798,6.200749567,6
18799,59.16939487,7
18800,14.59575442,12
18801,90.20864496,12
18802,3.887343267,8
18803,60.44990651,10
18804,26.43660707,15
18805,78.99439447,5
18806,78.93081259,16
18807,28.00362662,13
18808,23.5083669,10
18809,15.54119526,7
18810,79.3521279,10
18811,76.88808015,7
18812,62.34666456,10
18813,99.96607304,9
18814,37.08015166,6
18815,48.95296984,8
18816,18.03107101,15
18817,20.21492191,8
18818,55.63432996,5
18819,40.0952073,8
18820,37.11778305,14
18821,59.1810267,9
18822,82.30025524,12
18823,40.3680865,9
18824,15.9320985,11
18825,59.24467526,9
18826,45.7069563,9
18827,65.26772357,5
18828,26.71689186,5
18829,49.39322125,6
18830,75.95376009,10
18831,3.015775327,12
18832,60.51772742,7
18833,30.88054014,12
18834,64.8785132,8
18835,73.52757379,10
18836,25.89762986,11
18837,94.57524612,11
18838,4.401500081,8
18839,83.3582456,10
18840,92.34383914,15
18841,32.25840197,10
18842,60.82235125,6
18843,80.18566659,9
18844,58.85616057,9
18845,59.93511649,3
18846,24.7411692,11
18847,66.86487542,13
18848,25.13793877,4
18849,55.13069653,12
18850,36.36423131,13
18851,5.608402356,8
18852,2.779415273,8
18853,3.823685623,13
18854,63.42385586,14
18855,32.32647073,13
18856,4.770433577,16
18857,67.07738766,8
18858,28.49083508,5
18859,80.79603477,12
18860,56.91156993,4
18861,64.11584578,9
18862,15.64237804,12
18863,33.43457889,9
18864,90.31663279,12
18865,94.3548786,12
18866,24.26860505,13
18867,79.44354417,9
18868,90.79875865,13
18869,86.85964902,5
18870,36.76694371,10
18871,17.50257344,9
18872,54.13126149,10
18873,33.17618903,10
18874,43.53383069,10
18875,92.25718351,14
18876,82.01291964,14
18877,77.42416328,12
18878,47.08468902,15
18879,82.78840824,9
18880,69.40160831,14
18881,12.32602408,14
18882,49.26650173,11
18883,95.87603442,10
18884,79.8414967,13
18885,79.18648312,7
18886,37.37926856,11
18887,2.025240054,7
18888,10.47832586,2
18889,92.14104947,12
18890,42.98743277,4
18891,97.3483992,10
18892,16.99862916,13
18893,2.022758615,9
18894,47.50149751,14
18895,72.40840443,7
18896,0.516083511,3
18897,27.56114993,9
18898,76.88607383,11
18899,80.95898153,9
18900,27.37939935,8
18901,1.005024649,8
18902,20.58875519,13
18903,34.80661379,8
18904,68.14713241,7
18905,9.568007337,10
18906,2.04138495,14
18907,3.119268222,16
18908,2.242888627,17
18909,41.13964378,12
18910,62.64807093,10
18911,52.87330193,7
18912,35.01261591,8
18913,66.6461271,10
18914,62.39417105,11
18915,7.050711685,6
18916,46.44730887,7
18917,91.59954672,12
18918,62.55505504,7
18919,70.77012288,9
18920,30.06066415,10
18921,95.91029799,7
18922,75.03939865,12
18923,8.928271197,11
18924,45.5834541,5
18925,71.43592716,11
18926,13.59321321,13
18927,87.3960559,12
18928,63.85522708,10
18929,22.6626206,7
18930,75.86801103,7
18931,75.67160514,10
18932,20.09713841,12
18933,72.91963389,13
18934,9.336526715,16
18935,30.36273043,11
18936,74.45970306,13
18937,43.27625625,9
18938,46.6078083,5
18939,41.69957852,15
18940,9.730890277,5
18941,4.550192854,12
18942,83.18525557,18
18943,21.19134327,10
18944,69.02425678,9
18945,83.76950512,11
18946,10.64756275,9
18947,36.58178279,13
18948,40.39467622,11
18949,89.88907828,15
18950,41.24257395,12
18951,47.18659408,7
18952,53.98683336,12
18953,99.90705384,8
18954,53.96045989,9
18955,20.975999,9
18956,44.95348595,10
18957,74.92069383,13
18958,51.47514611,8
18959,3.044047765,8
18960,25.92189391,10
18961,16.96771113,8
18962,36.8012303,5
18963,76.78897616,10
18964,82.6684983,13
18965,86.10167301,12
18966,57.94800753,9
18967,60.31263336,9
18968,68.50864692,14
18969,46.96190921,18
18970,38.92542839,9
18971,80.67806147,4
18972,18.57660757,10
18973,65.01733982,6
18974,67.14696835,13
18975,97.14574083,10
18976,65.36939065,10
18977,12.59510145,13
18978,30.24937492,7
18979,38.16414156,11
18980,26.20009677,10
18981,35.28167987,9
18982,41.55724593,8
18983,0.473888335,13
18984,74.79261388,9
18985,55.00551066,8
18986,68.27295343,13
18987,51.40298917,8
18988,0.838282774,15
18989,31.93080318,10
18990,26.77800064,8
18991,88.01570868,9
18992,64.17449189,10
18993,84.61099069,13
18994,20.38386427,8
18995,5.629605125,13
18996,87.38335287,14
18997,49.53660623,9
18998,30.2098667,6
18999,90.37678477,7
19000,62.34420245,12
19001,8.396750223,6
19002,64.67502995,12
19003,95.11626817,9
19004,30.1640095,14
19005,86.88495602,9
19006,56.20480443,21
19007,12.40139871,16
19008,33.46015327,4
19009,13.59595519,9
19010,77.21179684,16
19011,50.5985098,13
19012,59.37906897,12
19013,82.44881514,10
19014,75.90312322,8
19015,5.529544153,9
19016,70.13785918,8
19017,61.98474586,7
19018,71.79165466,15
19019,60.60991285,10
19020,99.82867951,10
19021,38.63998051,12
19022,93.49874125,15
19023,89.32303039,12
19024,9.259823686,7
19025,83.36525136,19
19026,22.03261526,8
19027,5.842462229,12
19028,51.47231137,8
19029,51.37199741,7
19030,52.01954171,12
19031,9.508338524,13
19032,87.41128077,9
19033,27.29078638,14
19034,29.12967068,13
19035,65.85852057,12
19036,74.49119415,14
19037,13.30548576,9
19038,39.12540076,9
19039,18.75885925,13
19040,77.94473926,22
19041,39.6036871,7
19042,7.496466953,13
19043,28.63090551,9
19044,26.65969909,9
19045,4.873230238,14
19046,34.4032479,10
19047,76.42463774,7
19048,97.09587602,9
19049,66.87147275,5
19050,74.66971886,19
19051,75.19253574,9
19052,37.43505622,9
19053,13.85909494,9
19054,0.376045611,8
19055,76.30523294,8
19056,79.34704158,11
19057,20.44480664,8
19058,55.48876449,7
19059,6.14812416,7
19060,80.45719191,9
19061,4.098725691,12
19062,75.97431431,9
19063,58.24305236,10
19064,63.05737058,8
19065,55.62148134,8
19066,85.8472239,7
19067,74.91082614,13
19068,82.92626673,6
19069,66.39878198,10
19070,92.74670805,11
19071,52.35491565,11
19072,19.57326636,8
19073,75.71831874,11
19074,51.35215919,12
19075,77.25015907,8
19076,7.452766411,9
19077,34.15447972,11
19078,34.50197736,10
19079,87.74156736,9
19080,42.27435437,14
19081,34.95028475,5
19082,88.47487785,5
19083,55.32636903,8
19084,95.63943327,10
19085,75.36279301,13
19086,44.91750745,10
19087,39.05916538,7
19088,34.91089216,7
19089,33.08582073,9
19090,98.11852889,7
19091,41.58343649,10
19092,62.90676077,15
19093,80.96470148,8
19094,71.19719237,14
19095,2.219621022,7
19096,13.75347148,10
19097,30.98541994,11
19098,35.01571938,10
19099,88.809273,9
19100,23.54752787,11
19101,39.06157424,13
19102,47.86143193,10
19103,18.86459254,14
19104,55.12745983,6
19105,77.10432841,6
19106,14.6154149,4
19107,61.51920937,9
19108,43.56690394,7
19109,84.19429625,12
19110,29.58813,11
19111,99.37042492,7
19112,31.29797031,6
19113,78.91179435,8
19114,79.08482943,12
19115,95.59646882,12
19116,13.59786582,12
19117,99.51590274,11
19118,40.27935744,10
19119,5.060965056,10
19120,4.480033484,14
19121,73.42339868,15
19122,48.32154331,15
19123,59.04629973,15
19124,19.98165047,13
19125,49.85718953,10
19126,53.57078973,10
19127,48.0129078,8
19128,51.64009249,5
19129,88.2624096,10
19130,13.1435723,10
19131,44.86530968,9
19132,90.87412434,14
19133,35.47189336,8
19134,36.82226732,4
19135,70.45548733,14
19136,20.36457837,9
19137,49.48642845,10
19138,84.98076038,5
19139,10.84280403,12
19140,31.68809796,13
19141,39.73724297,7
19142,9.90556872,8
19143,55.33923623,9
19144,22.46672236,14
19145,98.11917222,7
19146,10.82740047,10
19147,38.45141679,10
19148,25.9352406,11
19149,95.98842585,16
19150,54.62877511,10
19151,28.73104548,8
19152,92.34768508,8
19153,74.13162673,12
19154,32.54664405,4
19155,15.28828538,11
19156,6.170315994,8
19157,94.28159141,12
19158,72.4928109,7
19159,97.81676871,5
19160,3.620556719,9
19161,16.27601744,8
19162,11.75977688,9
19163,28.60271989,9
19164,24.48498963,10
19165,70.47598001,12
19166,38.31190385,8
19167,20.49525001,18
19168,10.07778097,14
19169,40.90562486,13
19170,21.97185121,12
19171,30.09073487,14
19172,49.39859507,8
19173,83.74665838,8
19174,16.41949625,12
19175,7.357723615,10
19176,24.03523864,14
19177,59.30229865,6
19178,44.04154469,11
19179,60.74296779,14
19180,60.63538012,13
19181,98.38808412,11
19182,91.4525799,12
19183,23.55825102,6
19184,69.41698836,11
19185,60.12491991,8
19186,48.19596736,8
19187,92.03202103,12
19188,90.45066615,3
19189,1.259658206,10
19190,48.80137348,6
19191,69.91656995,9
19192,18.13965077,7
19193,18.33662523,9
19194,71.84378353,12
19195,84.64779502,12
19196,77.53378318,11
19197,27.99323017,8
19198,50.97212233,5
19199,43.55136396,13
19200,6.343676243,7
19201,23.45764227,9
19202,78.14809696,11
19203,31.54995027,16
19204,58.50634174,7
19205,45.96861766,8
19206,57.35623357,18
19207,73.41872221,10
19208,53.92026366,10
19209,97.89943644,9
19210,23.74485468,8
19211,78.91437351,8
19212,85.00849463,6
19213,52.63092997,16
19214,13.11062642,12
19215,41.3041838,14
19216,34.30495909,8
19217,24.40590032,15
19218,35.41537295,11
19219,57.17734019,8
19220,60.47783792,7
19221,35.73457226,11
19222,37.50661423,4
19223,13.79930414,8
19224,3.572766087,12
19225,56.58706727,5
19226,71.09342213,7
19227,83.64582895,11
19228,40.67301764,10
19229,40.01584612,9
19230,94.35264994,15
19231,30.30959787,10
19232,68.81389411,10
19233,97.31478137,14
19234,63.49770105,7
19235,74.52431868,11
19236,51.2558782,12
19237,46.26175265,10
19238,85.4276984,13
19239,67.61951465,14
19240,68.62804431,12
19241,68.79769578,10
19242,46.71266172,8
19243,54.39360207,5
19244,45.59840946,11
19245,58.73273017,9
19246,31.83741393,10
19247,15.88865111,12
19248,90.23763726,10
19249,64.05468408,9
19250,94.23058452,7
19251,11.32251602,11
19252,97.50561996,13
19253,60.02564516,10
19254,61.85622371,10
19255,56.55056317,10
19256,85.28293178,8
19257,13.05068214,10
19258,94.06553665,9
19259,7.979818271,9
19260,46.31544254,13
19261,48.651993,8
19262,60.46464448,12
19263,93.88023508,10
19264,83.4674174,4
19265,9.171039262,9
19266,70.65793055,9
19267,71.34424411,11
19268,61.61294815,9
19269,50.90262212,12
19270,67.0845431,10
19271,20.47481823,8
19272,31.12571021,7
19273,97.56363148,17
19274,9.582623001,8
19275,2.779815556,10
19276,21.75667386,7
19277,70.65315924,6
19278,17.53382655,9
19279,23.04561913,4
19280,83.53584141,7
19281,97.43057401,6
19282,48.38792537,10
19283,50.83697014,10
19284,62.41735404,11
19285,71.00894563,9
19286,93.75445056,7
19287,13.03777329,8
19288,80.52871295,8
19289,89.40229351,8
19290,92.05864831,9
19291,31.77649712,11
19292,88.93592029,7
19293,62.8571104,10
19294,47.22578377,7
19295,8.807421103,9
19296,45.41687246,16
19297,41.34671697,8
19298,37.28030154,10
19299,57.53720007,13
19300,16.46483261,7
19301,59.93812268,7
19302,48.51566013,9
19303,46.99039967,10
19304,88.41505465,8
19305,78.28247638,12
19306,9.70587607,11
19307,24.25406184,8
19308,10.13423072,7
19309,60.7829236,6
19310,38.32453811,8
19311,87.58099154,10
19312,45.12159408,9
19313,98.12688474,2
19314,0.811654795,12
19315,29.40061225,9
19316,5.795359192,15
19317,9.786979621,13
19318,34.44649267,16
19319,94.79301716,14
19320,76.67746623,14
19321,43.97341453,6
19322,31.72425164,7
19323,67.15840653,4
19324,88.04026947,11
19325,35.91654103,11
19326,2.292912942,12
19327,90.06188845,6
19328,57.72188846,9
19329,93.8468805,15
19330,94.30590037,11
19331,96.32003284,8
19332,78.6977997,16
19333,10.84595351,9
19334,85.13099821,11
19335,35.78067641,6
19336,39.77502401,10
19337,98.40257829,8
19338,58.987095,6
19339,62.5812731,8
19340,1.814605156,11
19341,72.11470981,7
19342,86.86188206,9
19343,31.09686996,10
19344,56.20771905,14
19345,73.61950343,10
19346,55.83928043,9
19347,81.66197841,6
19348,63.37481814,12
19349,50.46912152,11
19350,33.25911178,9
19351,6.63091219,18
19352,95.62976372,8
19353,77.24666451,7
19354,58.43917129,9
19355,72.72359715,11
19356,79.74335419,10
19357,86.7263248,12
19358,48.59206837,16
19359,1.980459457,17
19360,52.89739876,13
19361,64.37778061,6
19362,75.72632635,12
19363,26.50076274,10
19364,79.55352857,12
19365,7.008081651,10
19366,92.67967686,8
19367,17.36467995,9
19368,84.10301574,9
19369,65.38914025,7
19370,96.91305428,11
19371,51.3710981,7
19372,67.40620488,12
19373,50.58132869,7
19374,71.17802221,12
19375,44.97162481,9
19376,92.26454366,11
19377,87.04303338,4
19378,3.922960814,14
19379,73.95439362,10
19380,56.78397969,6
19381,44.29205002,9
19382,7.556601916,12
19383,88.31402189,10
19384,79.27314288,6
19385,17.82372168,11
19386,66.3537666,12
19387,8.149438701,14
19388,56.29962948,10
19389,54.8673671,11
19390,9.135943512,10
19391,31.13446648,10
19392,15.21954953,8
19393,33.61995709,11
19394,61.98748869,17
19395,68.10234287,15
19396,39.35304685,12
19397,80.90107611,15
19398,13.55625063,11
19399,82.83772359,8
19400,14.93763928,9
19401,88.70186629,6
19402,61.44551663,9
19403,7.97971338,6
19404,30.56427147,8
19405,38.8141115,19
19406,15.60182385,8
19407,22.08799773,9
19408,8.56261556,9
19409,87.21356175,14
19410,7.114535174,13
19411,26.55683577,12
19412,14.18583181,8
19413,6.137468503,6
19414,75.36672738,11
19415,6.158558512,13
19416,44.71885019,6
19417,67.43079172,9
19418,78.07219152,11
19419,5.29487757,8
19420,49.99137351,11
19421,94.74231487,7
19422,49.87424535,15
19423,15.75587206,13
19424,31.22997079,9
19425,37.41507807,9
19426,62.87581262,7
19427,65.49195801,13
19428,16.71632209,15
19429,93.48758548,7
19430,95.90338222,10
19431,37.25361545,8
19432,44.24814859,14
19433,93.55523272,11
19434,86.14198265,12
19435,61.59564115,14
19436,81.13102068,13
19437,96.93419153,16
19438,54.72465446,14
19439,62.36186672,15
19440,30.82662905,9
19441,76.69770534,8
19442,79.62544952,12
19443,31.72690042,4
19444,53.42364358,4
19445,3.795755003,10
19446,61.70734232,12
19447,64.55473299,5
19448,25.44907227,12
19449,57.2642551,9
19450,45.76849113,12
19451,77.04097144,8
19452,19.56019124,12
19453,15.78155563,9
19454,7.660042774,7
19455,21.3112107,7
19456,68.99024313,10
19457,52.37092152,9
19458,2.906882623,9
19459,18.50990714,3
19460,64.12526206,8
19461,55.15578629,13
19462,79.97309209,10
19463,99.15488658,3
19464,35.85505621,9
19465,87.98490143,6
19466,8.844891004,7
19467,38.34826089,11
19468,92.51453527,14
19469,77.08321381,9
19470,61.65471843,11
19471,82.54924237,12
19472,92.99688456,12
19473,31.7869453,14
19474,71.56540079,6
19475,31.22192791,10
19476,88.50185946,11
19477,64.7047949,13
19478,7.334514125,6
19479,30.82046697,16
19480,3.795664362,10
19481,40.19469938,11
19482,41.93420103,11
19483,46.73412081,14
19484,47.64347954,11
19485,45.5807392,11
19486,68.04874388,4
19487,23.92410382,13
19488,88.46867599,9
19489,80.9051357,14
19490,70.21949056,10
19491,93.39951081,9
19492,39.39199483,16
19493,87.70640627,9
19494,9.433484427,8
19495,55.92349931,9
19496,93.4693797,4
19497,77.09357168,13
19498,74.30701144,10
19499,97.18221619,9
19500,28.85306026,11
19501,76.55149205,13
19502,60.58834395,9
19503,14.4611516,15
19504,83.08927617,17
19505,88.90916454,11
19506,96.32463905,6
19507,13.80154204,16
19508,9.468479292,9
19509,88.75512104,8
19510,64.06615574,16
19511,77.19692679,13
19512,34.77425755,11
19513,5.736438651,11
19514,70.8848408,9
19515,12.35574374,16
19516,90.82468648,9
19517,72.85007467,13
19518,66.53911683,8
19519,97.96004728,9
19520,84.53218809,9
19521,71.84073362,3
19522,89.46184814,7
19523,18.26274144,11
19524,93.60233606,10
19525,84.47679789,8
19526,77.65379844,10
19527,3.07768255,6
19528,29.83191393,12
19529,56.03798886,11
19530,33.44724325,12
19531,9.755260032,18
19532,56.72372512,6
19533,16.48341797,9
19534,64.30387686,11
19535,16.91788149,11
19536,69.63638864,9
19537,19.40261994,12
19538,46.45527932,10
19539,54.3732693,8
19540,79.38333475,13
19541,71.75449233,7
19542,85.40272333,11
19543,55.82605582,9
19544,58.90956561,10
19545,35.62997582,10
19546,25.6512776,10
19547,3.615976521,11
19548,44.53028804,13
19549,95.22123062,9
19550,78.76587065,9
19551,82.67128323,14
19552,1.051839348,12
19553,15.92555044,7
19554,10.63661741,4
19555,11.60425961,7
19556,74.27389005,5
19557,83.40877714,11
19558,11.82024074,8
19559,16.27546507,11
19560,43.08542162,9
19561,25.17312577,13
19562,67.88357934,10
19563,77.41034864,7
19564,32.79327287,11
19565,17.43680036,10
19566,72.52274328,16
19567,79.37738511,11
19568,84.22877048,8
19569,31.846641,12
19570,8.886451577,12
19571,67.05062429,8
19572,61.62267667,13
19573,21.85523401,12
19574,66.01856463,15
19575,15.05523215,13
19576,60.32822123,13
19577,42.21573141,7
19578,62.16493496,10
19579,31.19668406,9
19580,81.50624768,9
19581,53.79928476,15
19582,75.00174763,14
19583,12.94814714,14
19584,9.29505541,8
19585,10.40706635,17
19586,40.56145358,9
19587,15.55660516,12
19588,74.4759561,11
19589,65.8297671,5
19590,22.54081394,9
19591,60.60756617,12
19592,67.14433443,6
19593,8.963080379,9
19594,16.45958144,10
19595,40.55203814,11
19596,99.66208839,10
19597,45.36419057,19
19598,28.18283592,15
19599,76.82601702,11
19600,93.21397108,5
19601,52.01968448,10
19602,59.06855711,12
19603,90.89752829,2
19604,94.49161077,5
19605,99.53253912,14
19606,12.27092943,3
19607,34.4747796,12
19608,23.56120409,11
19609,39.44485751,7
19610,50.20926094,7
